Site No,Region,Site Name,County,Alt,Grid Ref,GPS Grid Ref Start,Date-V1,Date-V2,Date-V3,Date-V4,Date-V5,V1,V2,V3,V4,V5,GPS Grid ref otter,LEAP,Mink present,Easting,Northing
0080NV ,SE,"Gloucester
Horsbere Brook",Glos,28,SO865190,SO 86561903,,,,04/08/2000,13/08/2009,O,O,O,N,N,,033,P,386500,219000
0081,WE,"Cornford Bridge
Caundle Brook",Dorset,70,ST692120,ST 69163 12047,06/10/1977,19/10/1984,04/11/1991,24/10/2000,09/11/2009,N,N,P,N,P,ST 69143 12032,112,N,369200,112000
0081NV ,SE,Woodchester Park Lake,Glos,76,SO832008,SO83150088,,,,04/08/2000,30/09/2009,O,O,O,N,N,,033,P,383200,200800
0082,WE,"Pulham 
Caundle Brook tributary",Dorset,85,ST704096,ST 70484 09683,06/10/1977,26/10/1984,04/11/1991,14/10/2000,10/11/2009,N,N,N,N,P,ST 70484 09683,112,N,370400,109600
0082NV ,SE,"Cheltenham
River Chelt",Glos,0,SO952219,SO 95302196,,,,04/08/2000,13/08/2009,O,O,O,N,P,SO 95362181,033,N,395200,221900
0083,WE,"Locketts Farm
River Divelish",Dorset,86,ST759084,ST 75959 08445,07/10/1977,26/10/1984,03/11/1991,19/10/2000,09/11/2009,N,N,N,N,P,ST 75992 08484,112,N,375900,108400
0083NV ,NW,"Accrington
Hyndburn Burn",Lancs,213,SD771263,SD7603127238,,,,30/08/2000,30/11/2009,O,O,O,N,N,,005,N,377100,426300
0084,WE,"Ibberton
River Divelish tributary",Dorset,105,ST783076,ST 78348 07586,07/10/1977,26/10/1984,03/11/1991,20/10/2000,09/11/2009,N,N,N,N,N,,112,N,378300,107600
0084NV ,NW,"Clayton-le-Moors
Hyndburn Brook",Lancs,90,SD736304,SD7365330485,,,,30/08/2000,30/11/2009,O,O,O,N,N,,005,N,373600,430400
0085,WE,"Mappowder
River Lydden tributary",Dorset,90,ST743070,ST 74341 07042,09/10/1977,19/10/1984,03/11/1991,19/10/2000,09/11/2009,N,N,N,N,N,,112,P,374300,107000
0085NV ,NW,"Blackburn
Leeds and Liverpool Canal",Lancs,130,SD684272,SD6848627205,,,,29/08/2000,30/11/2009,O,O,O,N,N,,005,N,368400,427200
0086,WE,"Cannings Court
River Lydden",Dorset,85,ST715077,ST 71584 07811,07/10/1977,26/10/1984,04/11/1991,19/10/2000,10/11/2009,N,N,N,N,P,ST 71611 07821,112,N,371500,107700
0086NV ,NW,"Burnley
Leed and Liverpool Canal",Lancs,0,SD842320,SD8421831988,,,,17/08/2000,30/11/2009,O,O,O,N,N,,005,N,384200,432000
0087,WE,"Berry Farm
River Lydden",Dorset,60,ST728114,ST 72881 11412,07/10/1977,19/10/1984,04/11/1991,20/10/2000,10/11/2009,N,N,N,N,P,ST 72883 11466,112,N,372800,111400
0088,WE,"Hunters Bridge
River Cam",Dorset,77,ST662114,ST 66250 11352,11/10/1977,30/10/1984,04/11/1991,24/10/2000,07/11/2009,N,N,N,N,P,ST 66250 11352,112,N,366200,111400
0089,WE,"Glanvilles Wootton
Caundle Brook",Dorset,80,ST672087,ST 67155 08758,11/10/1977,26/10/1984,04/11/1991,19/10/2000,09/11/2009,N,N,N,N,P,ST 67155 08758,112,N,367200,108700
0090,WE,"Cerne Abbas
River Cerne",Dorset,125,ST661018,ST 66169 01935,11/10/1977,18/10/1984,31/10/1991,02/10/2000,11/11/2009,N,N,N,P,P,ST 66211 01876,111,N,366100,101800
0091,WE,"Sydling St Nicholas
Sydling Water",Dorset,125,ST630006,ST 63312 00700,11/10/1977,18/10/1984,31/10/1991,14/10/2000,08/11/2009,N,N,N,N,P,ST 63236 00700,111,N,363000,100600
0092,WE,"Corscombe
River Yeo",Dorset,100,ST513067,ST 51398 06732,11/10/1977,31/10/1984,27/10/1991,17/10/2000,12/11/2009,N,N,N,N,N,,106,N,351300,106700
0093,WE,"Pineapple Farm
River Brit Trib",Dorset,25,SY462967,SY46309 96758,12/10/1977,06/11/1984,19/11/1991,19/02/2001,27/12/2009,N,N,N,P,P,SY46280 96815,113,N,346200,96700
0094,WE,"Oxbridge
River Brit",Dorset,30,SY474977,SY47460 97703,12/10/1977,06/11/1984,19/11/1991,19/02/2001,27/12/2009,N,N,N,P,P,SY47449 97697,113,N,347400,97700
0095,WE,"Westbay Bridport
River Brit",Dorset,6,SY461909,SY46225 90567,12/10/1977,05/11/1984,18/11/1991,16/02/2001,27/12/2009,N,N,N,N,P,SY46165 90865,113,N,346100,90900
0096,WE,"Bradpole
River Brit",Dorset,16,SY472949,SY47226 94952,12/10/1977,05/11/1984,19/11/1991,16/02/2001,27/12/2009,N,N,N,P,P,SY47433 95107,113,N,347200,94900
0097,WE,"Mangerton
River Brit trib",Dorset,29,SY492961,SY49327 96143,12/10/1977,06/11/1984,19/11/1991,19/02/2001,27/12/2009,N,N,N,P,P,SY49320 96123,113,N,349200,96100
0098,WE,"Burton Freshwater
River Bride",Dorset,5,SY477895,SY48019 89620,13/10/1977,05/11/1984,19/11/1991,19/02/2001,27/12/2009,N,N,N,P,P,SY48000 89620,113,N,347700,89500
0099,WE,"Chideock
Winneford River",Dorset,15,SY419917,SY42173 91820,13/10/1977,06/11/1984,18/11/1991,16/02/2001,27/12/2009,N,N,N,N,N,,113,N,341900,91700
0100,WE,"Atrim
River Simene Trib",Dorset,15,SY444955,SY44507 95489,13/10/1977,05/11/1984,18/11/1991,19/02/2001,28/12/2009,N,N,N,N,N,,113,N,344400,95500
0101,WE,"Paddocks Cross
River Char",Dorset,50,SY428974,SY42895 97469,13/10/1977,07/11/1984,18/11/1991,16/02/2001,28/12/2009,N,N,P,P,N,,113,N,342800,97400
0102,WE,"Glitney Farm
River Simene",Dorset,60,SY435991,SY43617 99076,13/10/1977,05/11/1984,18/11/1991,19/02/2001,28/12/2009,N,N,N,P,P,SY43657 98905,113,N,343500,99100
0103,WE,"Charmouth
River Char",Dorset,10,SY365932,SY36791 93003,14/10/1977,06/11/1984,17/11/1991,29/01/2001,27/12/2009,N,N,N,N,P,SY36878 93306,113,P,336500,93200
0104,WE,"Whitchurch Canicorum
River Char",Dorset,18,SY389955,SY38993 95475,14/10/1977,06/11/1984,17/11/1991,29/01/2001,28/12/2009,N,N,N,N,P,SY39284 95734,113,N,338900,95500
0105,WE,"Marshwood
River Char Trib",Dorset,45,SY401986,SY40080 98592,14/10/1977,07/11/1984,18/11/1991,16/02/2001,28/12/2009,N,N,N,N,N,,113,N,340100,98600
0106,WE,"Monkton Wyld
River CharTtrib",Dorset,55,SY347961,SY34752 96185,14/10/1977,07/11/1984,17/11/1991,22/01/2001,28/12/2009,N,N,N,N,P,SY34788 96224,113,N,334700,96100
0107,SW,"Lyme Regis
River Lim",Dorset,25,SY336927,SY33734 92780,17/10/1977,09/11/1984,17/11/1991,22/02/2001,19/12/2009,N,N,N,N,P,SY33799 92709,093,N,333600,92700
0108,SW,"Yawl
River Lim",Devon,60,SY317943,SY31769 94386,17/10/1977,09/11/1984,17/11/1991,02/02/2001,19/12/2009,N,N,N,P,P,SY31756 94359,093,N,331700,94300
0109,SW,"Cannington Farm
River Lim Trib",Devon,75,SY315924,SY31666 92560,17/10/1977,09/11/1984,17/11/1991,02/02/2001,19/12/2009,N,N,N,N,N,,093,N,331500,92400
0110,SW,"Seaton
River Axe",Devon,0,SY252899,SY25343 90090,18/10/1977,14/11/1984,16/11/1991,14/02/2001,18/12/2009,N,N,N,N,N,,093,N,325200,89900
0111,SW,"Axe Bridge
River Axe",Devon,6,SY259926,SY25916 92658,18/10/1977,14/11/1984,16/11/1991,02/02/2001,18/12/2009,N,P,P,P,P,SY25940 92659,093,N,325900,92600
0112,SW,"Whitford
River Axe",Devon,8,SY262953,SY26217 95422,18/10/1977,14/11/1984,16/11/1991,14/02/2001,18/12/2009,N,N,N,N,P,SY26240 95464,093,N,326200,95300
0113,SW,"Axminster
River Axe",Devon,22,SY289982,SY29005 98215,18/10/1977,01/11/1984,16/11/1991,02/02/2001,18/12/2009,N,N,P,P,P,SY28964 98215,093,N,328900,98200
0114,SW,"Colyton
Umbourne Brook (Axe)",Devon,14,SY248942,SY24881 94229,19/10/1977,16/11/1984,16/11/1991,14/02/2001,18/12/2009,N,N,N,P,P,SY24880 94245,093,N,324800,94200
0115,SW,"Loughwood Farm
Corrybrook (Axe)",Devon,50,SY254995,SY25438 99591,19/10/1977,14/11/1984,17/11/1991,02/02/2001,19/12/2009,N,N,N,P,P,SY25440 99593,093,N,325400,99500
0116,SW,"Umbourne Farm
Umbourne Brook (Axe)",Devon,40,SY238968,SY23956 96884,19/10/1977,16/11/1984,16/11/1991,14/02/2001,18/12/2009,N,N,P,P,P,SY23963 96888,093,N,323800,96800
0117,SW,"Colwell Barton
Offwell Brook, Coly Trib",Devon,96,SY196983,SY19712 98284,19/10/1977,16/11/1984,15/11/1991,14/02/2001,19/12/2009,N,N,N,N,P,SY19570 98443,093,N,319600,98300
0118,SW,"Church Green
River Coly (Axe)",Devon,30,SY172961,SY17256 96080,19/10/1977,16/11/1984,15/11/1991,14/02/2001,10/12/2009,N,N,N,N,N,,093,N,317200,96100
0119,SW,"Bovey Down
Coly Trib",Devon,83,SY201915,SY20174 91536,20/10/1977,15/11/1984,16/11/1991,25/05/2001,18/12/2009,N,N,N,P,P,SY20241 91514,093,N,320100,91500
0120,SW,"Farwood Burton
River Coly",Devon,50,SY203950,SY20472 95041,20/10/1977,16/11/1985,15/11/1991,14/02/2001,10/12/2009,N,N,N,N,N,,093,N,320300,95000
0121,SW,Branscombe Mouth,Devon,0,SY206881,SY20746 88180,21/10/1977,14/11/1984,16/11/1991,14/02/2001,18/12/2009,N,N,N,N,P,SY20822 88136,093,N,320600,88100
0122,SW,"Sidmouth
River Sid",Devon,0,SY128873,SY12894 87335,21/10/1977,12/11/1984,15/11/1991,14/02/2001,20/11/2009,N,N,N,P,P,SY12778 87665,092,P,312800,87300
0123,SW,"Cotford
River Sid",Devon,80,SY142933,SY14084 93252,21/10/1977,12/11/1984,15/11/1991,22/05/2001,10/12/2009,N,N,N,P,N,,092,N,314200,93300
0124,SW,"Burscombe Farm
River Sid Trib",Devon,100,SY121911,SY12117 91148,21/10/1977,12/11/1984,15/11/1991,14/02/2001,10/12/2009,N,N,N,N,N,,092,N,312100,91100
0125,SW,"Budleigh Salterton
River Otter",Devon,3,SY074830,SY07515 83040,21/10/1977,11/11/1984,13/11/1991,23/05/2001,01/12/2009,N,N,N,N,N,,092,N,307400,83000
0126,SW,"Perran Wharfe
River Kennal",Cornwall,3,SW777385,SW77762 38549,25/10/1977,21/01/1985,15/01/1992,11/02/2000,22/07/2009,N,N,N,N,N,,101,N,177700,38500
0127,SW,"Pandora Inn
Restronguet Creek",Cornwall,0,SW809377,SW807379,26/10/1977,22/01/1985,15/01/1992,10/02/2000,22/07/2009,N,N,N,N,P,SW80781 37917,101,N,180900,37700
0128,SW,"Bissoe
River Carnon",Cornwall,10,SW782407,SW78321 40828,26/10/1977,22/01/1985,15/01/1992,11/02/2000,21/07/2009,N,N,N,N,N,,101,N,178200,40700
0129,SW,"Kennal  Vale
River Kennal",Cornwall,110,SW745369,SW74525 37001,26/10/1977,21/01/1985,15/01/1992,10/02/2000,06/08/2009,N,N,N,P,N,,101,N,174500,36900
0130,SW,"Stithians Reservoir
Kennal River",Cornwall,165,SW703373,didn't get to startpoint arrowed on map,26/10/1977,21/01/1985,18/01/1992,10/02/2000,06/08/2009,N,P,N,P,P,SW70321 37387,101,N,170300,37300
0131,SW,"Porkellis Moor
River Cober",Cornwall,120,SW687324,SW68834 31972,26/10/1977,15/01/1985,19/01/1992,29/01/2000,18/08/2009,N,N,N,P,P,SW68910 32087,102,N,168700,32400
0132,SW,"Coverack Bridges
River Cober",Cornwall,102,SW669301,SW66854 30118,26/10/1977,15/01/1985,19/01/1992,29/01/2000,11/08/2009,N,N,P,P,P,SW668 301,102,N,166900,30100
0133,SW,"Pembod Farm
Helford River tributary",Cornwall,22,SW683267,SW68319 26764,26/10/1977,16/01/1985,11/01/1992,09/02/2000,18/08/2009,N,N,N,P,P,SW68078 26754,101,N,168300,26700
0134,SW,"Mellangoose
River Cober tributary",Cornwall,20,SW648287,SW64915 28752,27/10/1977,16/01/1985,20/01/1992,29/01/2000,18/08/2009,N,N,P,P,P,.,102,N,164800,28700
0135,SW,"Loe Pool
River Cober",Cornwall,5,SW653256,SW65044 25461,27/10/1977,13/01/1985,20/01/1992,29/01/2000,11/08/2009,N,N,P,P,N,,102,N,165300,25600
0136,SW,Gunwalloe Stream,Cornwall,0,SW661204,SW66154 20600,27/10/1977,13/01/1985,10/01/1992,30/01/2000,11/08/2009,N,N,N,P,N,,101,N,166100,20400
0137,SW,Cury Stream,Cornwall,30,SW685204,SW68606 20523,27/10/1977,15/01/1985,10/01/1992,30/01/2000,11/08/2009,N,N,N,P,P,SW68663 20519,101,N,168500,20400
0138,SW,"Shortlanesend
River Allen",Cornwall,35,SW808487,SW80892 48756,28/10/1977,22/01/1985,21/01/1992,10/02/2000,17/08/2009,N,N,N,N,P,SW80909 48746,101,N,180800,48700
0139,SW,"Malpas Ferry
Tresillian River",Cornwall,0,SW846426,SW84645 42714,28/10/1977,24/01/1985,13/01/1992,04/02/2000,10/08/2009,N,P,P,P,P,SW84649 42703,101,N,184600,42600
0140,SW,St Michael Penkevil,Cornwall,25,SW868425,SW86814 42530,28/10/1977,23/01/1985,14/01/1992,04/02/2000,10/09/2009,P,P,P,P,P,SW87048 42214,101,N,186800,42500
0141,SW,"Ruan Lanthorne
River Fal",Cornwall,0,SW887422, SW88744 42197,28/10/1977,23/01/1985,14/01/1992,04/02/2000,03/08/2009,N,N,P,P,P,SW88770 42181,101,N,188700,42200
0142,SW,"Roncombe Farm
River Sid Trib",Devon,110,SY158942,SY15891 94260,02/11/1977,12/11/1984,15/11/1991,22/05/2001,10/12/2009,N,N,N,P,N,,092,N,315800,94200
0143,SW,"Sidbury
River Sid",Devon,50,SY136910,SY13763 91031,02/11/1977,12/11/1984,15/11/1991,14/02/2001,10/12/2009,N,N,N,N,P,SY13759 91033,092,N,313600,91000
0144,SW,"Newton Poppleford
River Otter",Devon,24,SY091897,SY08922 90009,02/11/1977,15/11/1984,13/11/1991,01/02/2001,20/11/2009,N,P,P,P,P,SY09006 89860,092,N,309100,89700
0145,SW,"Otterton
River Otter",Devon,15,SY079852,SY07886 85314,02/11/1977,11/11/1984,13/11/1991,01/02/2001,01/12/2009,N,N,P,P,P,SY07957 85438,092,N,307900,85200
0146,SW,"Ottery St. Mary
River Otter",Devon,45,SY093960,SY09336 96058,03/11/1977,13/11/1984,14/11/1991,01/02/2001,11/11/2009,N,N,P,P,P,SY09243 95985,092,N,309300,96000
0147,SW,"Fluxton
River Otter",Devon,30,SY092924,SY09107 92385,03/11/1977,11/11/1984,13/11/1991,01/02/2001,20/11/2009,N,N,P,P,P,SY09127 92682,092,N,309200,92400
0148,SW,"Jack in the Green
Clyst Trib (Exe)",Devon,25,SY008953,SY00884 95294,03/11/1977,13/11/1984,14/11/1991,17/01/2001,11/11/2009,N,N,N,N,P,SY00854 95365,091,N,300800,95300
0149,SW,"Talaton
River Tale (Otter)",Devon,62,SY082995,SY08197 99640,03/11/1977,13/11/1984,14/11/1991,12/06/2001,20/11/2009,N,N,N,P,P,SY08222 99498,092,N,308200,99500
0150,SW,"Deer Park Hotel
River Otter",Devon,70,SY131996,SY13158 99662,04/11/1977,13/11/1984,14/11/1991,23/05/2001,11/11/2009,N,N,N,P,P,SY13030 99668,092,N,313100,99600
0151,SW,"Ashclyst Farm
River Clyst (Exe)",Devon,20,SY008983,SY01770 98889,04/11/1977,15/11/1984,14/11/1991,17/01/2001,11/11/2009,N,N,N,N,P,SY01721 98706,091,N,300800,98300
0152,SW,"Woodbury Salterton
Grindle Brook",Devon,27,SY001901,SY00127 90118,04/11/1977,16/11/1984,13/11/1991,24/05/2001,11/11/2009,N,N,N,P,P,SY99891 90271,091,N,300100,90100
0153,SW,"East Budleigh Common
East Budleigh Reservoir",Devon,75,SY038843,SY03977 84204,04/11/1977,12/11/1984,13/11/1991,24/05/2001,01/12/2009,N,N,N,P,N,,092,N,303800,84300
0154,SW,"Stowford
River otter Trib",Devon,70,SY058869,SY05893 86957,04/11/1977,15/11/1984,13/11/1991,23/05/2001,01/12/2009,N,N,N,P,N,,092,N,305800,86900
0155,SW,"Marazion
River Marazion",Cornwall,0,SW513311, SW51377 31086,07/11/1977,14/01/1985,16/01/1992,12/02/2000,05/08/2009,N,N,P,P,N,,102,N,151300,31100
0156,SW,"Nancledra
River Marazion",Cornwall,100,SW501355,SW50063 35481,07/11/1977,14/01/1985,16/01/1992,12/02/2000,05/08/2009,N,N,P,P,P,SW50063 35481,102,N,150100,35500
0157,SW,"St Erth
River Hayle",Cornwall,10,SW549350,SW54908 35053,07/11/1977,14/01/1985,16/01/1992,12/02/2000,05/08/2009,N,N,P,P,N,,102,N,154900,35000
0158,SW,"Relubbus
River Hayle",Cornwall,15,SW562326,SW56292 32561,08/11/1977,17/01/1985,16/01/1992,12/02/2000,05/08/2009,N,N,P,P,N,,102,N,156200,32600
0159,SW,"Townshend
River Hayle",Cornwall,44,SW611327,SW61125 32751,08/11/1977,17/01/1985,16/01/1992,12/02/2000,05/08/2009,N,N,P,P,N,,102,N,161100,32700
0160,SW,"Gwithian
Red River",Cornwall,6,SW587420,SW58723 42004,08/11/1977,14/01/1985,18/01/1992,13/02/2000,06/08/2009,N,N,N,N,P,SW58723 42004,102,N,158700,42000
0161,SW,"Coombe
Red River",Cornwall,25,SW629423,SW62947 42297,08/11/1977,14/01/1985,18/01/1992,13/02/2000,06/08/2009,N,N,N,N,P,SW62271 41955,102,N,162900,42300
0162,SW,"Nancemellin
Red River tributary",Cornwall,15,SW605410,SW60642 41032,08/11/1977,17/01/1985,18/01/1992,13/02/2000,06/08/2009,N,N,N,P,P,SW60857 40585,102,N,160500,41000
0163,SW,"Barripper
Red River tributary",Cornwall,70,SW640376,SW64100 37626,08/11/1977,17/01/1985,18/01/1992,13/02/2000,06/08/2009,N,N,N,P,P,SW64092 37624,102,N,164000,37600
0164,SW,"Releath
River Cober",Cornwall,125,SW664325,SW66485 32494,09/11/1977,17/01/1985,19/01/1992,29/01/2000,18/08/2009,N,N,N,P,P,SW66485 32494,102,N,166400,32500
0165,SW,"Loe Pool
Carminowe Creek",Cornwall,12,SW657245,SW65705 24515,09/11/1977,15/01/1985,20/01/1992,30/01/2000,11/08/2009,N,N,N,P,N,,102,P,165700,24500
0166,SW,Gunwalloe Stream,Cornwall,10,SW666212,SW6666221770,09/11/1977,13/01/1985,10/01/1992,13/02/2000,11/08/2009,N,N,N,P,N,,101,N,166600,21200
0167,SW,Kynance,Cornwall,0,SW684133,SW68614 13337,09/11/1977,15/01/1985,10/01/1992,30/01/2000,04/08/2009,N,N,N,P,N,,101,N,168400,13300
0168,SW,"Gwenter Stream
Kennack Sands",Cornwall,0,SW735165,SW73416 16528,10/11/1977,15/01/1985,10/01/1992,30/01/2000,04/08/2009,N,N,N,P,N,,101,N,173500,16500
0169,SW,"Gweek
Helford River",Cornwall,0,SW710261,SW70688 25914,10/11/1977,16/01/1985,11/01/1992,06/02/2000,10/08/2009,N,N,N,P,N,,101,N,171000,26100
0170,SW,"Mawgan
Helford River",Cornwall,35,SW704257,SW70433 25661,10/11/1977,16/01/1985,11/01/1992,06/02/2000,10/08/2009,N,N,P,P,P,SW704 250,101,N,170400,25700
0171,SW,"Trebahwaitha
Helford River",Cornwall,0,SW754269,SW75996 26944,10/11/1977,21/01/1985,12/01/1992,06/01/2000,17/08/2009,N,N,P,P,N,,101,N,175400,26900
0172,SW,"Port Nathas
Helford River",Cornwall,5,SW756282,SW75759 28266,10/11/1977,21/01/1985,12/01/1992,03/02/2000,17/08/2009,N,N,N,N,P,SW75758 28308,101,P,175600,28200
0173,SW,"New Mill
River Kenwyn",Cornwall,25,SW807458,SW80795 45900,11/11/1977,22/01/1985,21/01/1992,14/02/2000,17/08/2009,N,N,N,P,P,SW80697 45924,101,N,180700,45800
0174,SW,"Tresillian
Tresillian River",Cornwall,10,SW876472,SW87728 47186,11/11/1977,24/01/1985,13/01/1992,04/02/2000,23/07/2009,N,P,P,P,N,,101,N,187600,47200
0175,SW,"Grampound
River Fal",Cornwall,30,SW933484,SW93319 48414,11/11/1977,12/01/1985,14/01/1992,03/02/2000,23/07/2009,N,N,N,P,P,,101,N,193300,48400
0176,SW,"Tregony
River Fal",Cornwall,30,SW921447,SW92123 44776,11/11/1977,23/01/1985,14/01/1992,03/02/2000,23/07/2009,N,N,P,P,P,SW92148 44794,101,N,192100,44700
0177,SW,"Trewithen
River Fal",Cornwall,50,SW908472,SW90910 47187,11/11/1977,12/01/1985,14/01/1992,03/02/2000,23/07/2009,P,N,P,P,P,SW90934 46934,101,N,190800,47200
0178,SW,"Polwhereval
Helford River",Cornwall,5,SW736283,SW73711 28465,14/11/1977,21/01/1985,12/01/1992,04/02/2000,17/08/2009,N,N,P,P,P,SW73706 28517,101,N,173600,28300
0179,SW,"Manaccan
Helford River tributary",Cornwall,13,SW763246,SW76410 24702,14/11/1977,16/01/1985,11/01/1992,07/02/2000,10/08/2009,N,N,N,P,P,SW76426 24641,101,N,176300,24600
0180,SW,"Penrhyn
College Reservoir",Cornwall,70,SW765329,SW76404 32864,15/11/1977,21/01/1985,12/01/1992,10/07/2000,17/08/2009,N,N,N,P,P,SW76422 32862,101,N,176500,32900
0181,SW,"Eathorne
Lestraines River",Cornwall,101,SW743311,SW74313 31147,15/11/1977,21/01/1985,12/01/1992,05/02/2000,18/08/2009,N,N,N,P,P,SW74317 31079,101,N,174300,31100
0182,SW,"Mawgan
Helford River tributary",Cornwall,0,SW713250,SW71384 25049,15/11/1977,16/01/1985,11/01/1992,09/02/2000,10/08/2009,N,N,N,P,P,SW71329 25506,101,N,171300,25000
0183,SW,"Tregithew
Helford River tributary",Cornwall,20,SW746245,SW74730 24513,15/11/1977,16/01/1985,11/01/1992,09/02/2000,10/08/2009,N,N,N,P,N,,101,N,174600,24500
0184,SW,"Mylor Bridge
Mylor Creek",Cornwall,11,SW798364,SW79874 36440,16/11/1977,22/01/1985,15/01/1992,10/02/2000,22/07/2009,N,N,N,P,P,SW79907 36414,101,N,179800,36400
0185,SW,"Cowlands
River Fal tributary",Cornwall,0,SW829407,SW83012 40761,16/11/1977,22/01/1985,20/01/1992,11/02/2000,17/08/2009,N,N,P,N,P,SW82692 40711,101,N,182900,40700
0186,SW,"Truro
Truro River tributary",Cornwall,10,SW817433,SW81845 43309,16/11/1977,22/01/1985,20/01/1992,11/02/2000,17/08/2009,N,P,P,P,P,SW81794 43428,101,N,181700,43300
0187,SW,"Lanner Barton
River Allen",Cornwall,60,SW830496,SW83115 49656,16/11/1977,22/01/1985,13/01/1992,14/02/2000,17/08/2009,N,N,P,P,P,SW83121 49495,101,N,183000,49600
0188,SW,"Trehane Wood
Trevella Stream",Cornwall,38,SW857483,SW85854 48439,16/11/1977,23/01/1985,13/01/1992,04/02/2000,23/07/2009,N,N,N,P,P,SW85859 48436,101,N,185700,48300
0189,SW,"Treshen Mill
Percuil River",Cornwall,0,SW861364,SW86123 36412,17/11/1977,23/01/1985,21/01/1992,15/02/2000,21/07/2009,N,N,N,P,P,SW86120 36762,101,N,186100,36400
0190,SW,"Frae
Percuil River tributary",Cornwall,0,SW868334,SW86880 33492,17/11/1977,23/01/1985,21/01/1992,15/02/2000,21/07/2009,N,N,N,N,N,,101,N,186800,33400
0191,SW,"Pendower Beach
River High and Coast",Cornwall,0,SW896381,SW89766 38180,17/11/1977,23/01/1985,09/01/1992,15/02/2000,21/07/2009,N,N,P,N,P,SW89743 38203,101,N,189600,38100
0192,SW,"Ardervora Veor
River Fal",Cornwall,0,SW875410, SW87859 41067,17/11/1977,23/01/1985,14/01/1992,14/02/2000,03/08/2009,N,N,N,N,P,SW87342 41143,101,N,187500,41000
0193,SW,"Ladock
Tresillian River",Cornwall,30,SW890498,SW89017 49954,18/11/1977,24/01/1985,13/01/1992,04/02/2000,23/07/2009,N,P,P,P,P,SW89017 49954,101,N,189000,49800
0194,SW,"St Ewe
River Polmassick",Cornwall,40,SW967473,SW96841 47305,18/11/1977,12/01/1985,09/01/1992,01/02/2000,21/07/2009,P,P,P,P,N,,101,N,196700,47300
0195,SW,"Tubbs Mill
River Polmassick",Cornwall,30,SW961432, SW96109 43268,18/11/1977,12/01/1985,09/01/1992,01/02/2000,03/08/2009,P,P,P,P,P,SW96181 43193,101,N,196100,43200
0196,SW,Portholland Stream,Cornwall,10,SW956416, SW95721 41720,18/11/1977,12/01/1985,09/01/1992,01/02/2000,03/08/2009,P,N,P,P,P,SW95763 41686,101,N,195600,41600
0197,SW,"Porthluney Cove
Polmassick River",Cornwall,0,SW974414,SW97482 41430,18/11/1977,12/01/1985,09/01/1992,01/02/2000,21/07/2009,P,P,P,P,P,SW97509 41378,101,N,197400,41400
0198,WE,"Studland 
Little Sea",Dorset,10,SZ027843, SZ 02768 84422,22/11/1977,12/11/1984,08/11/1991,17/01/2001,30/10/2009,N,N,N,N,P,SZ 02768 84422,111,N,402700,84300
0199,WE,"Studland
Small brook",Dorset,0,SZ016845, SZ 01692 84503,12/11/1977,12/12/1984,08/11/1991,17/01/2001,30/10/2009,N,N,N,N,P,SZ 01688 84476,111,N,401600,84500
0200,WE,"Winterbourne Minster
River Stour",Dorset,20,SZ003998,SZ 00395 99835,23/11/1977,10/12/1984,08/11/1991,18/01/2001,07/09/2009,N,N,P,P,P,SZ 00395 99835,112,N,400300,99800
0201,WE,"Little Canford
River Stour",Dorset,15,SZ045997,SZ 04587 99758,23/11/1977,10/12/1984,08/11/1991,19/01/2001,07/09/2009,N,N,P,P,P,SZ 04587 99758,112,N,404500,99700
0202,WE,"Longham
River Stour",Dorset,10,SZ064972,SZ 06417 97371,23/11/1977,10/12/1984,08/11/1991,19/01/2001,07/09/2009,N,N,N,P,P,SZ 06417 97371,112,P,406400,97200
0203,WE,"Holdenhurst
River Stour",Hants,7,SZ122954,SZ 12177 95483,23/11/1977,18/12/1984,09/11/1991,30/08/2001,04/09/2009,N,N,N,P,P,SZ 12177 95483,112,N,412200,95400
0204,WE,"Ilford/Christchurch
River Stour",Hants,0,SZ136936,SZ 13700 93609,23/11/1977,10/12/1984,09/11/1991,30/08/2001,04/09/2009,N,N,N,P,P,SZ 13729 93599,112,N,413600,93600
0205,WE,"Hurn Airport
Moors River (Stour)",Hants,10,SZ126983,SZ 12556 98402,24/11/1977,10/12/1984,09/11/1991,30/08/2001,04/09/2009,N,N,P,P,P,SZ 12556 98402,112,N,412600,98300
0206,WE,"Sopley Mill
River Avon",Hants,4,SZ155967,SZ 15570 96726,24/11/1977,12/02/1985,10/11/1991,30/08/2001,04/09/2009,N,N,N,P,P,SZ 15549 96682,110,N,415500,96700
0207,WE,"Christchurch
River Avon",Hants,2,SZ154940,SZ 15466 94014,24/11/1977,12/12/1984,09/11/1991,30/08/2001,05/09/2009,N,N,N,P,P,SZ 15466 94014,112,N,415400,94000
0208,WE,"Christchurch
Stanpit Marsh",Hants,0,SZ167917,SZ 16889 91775,24/11/1977,18/12/1984,09/11/1991,31/08/2001,04/09/2009,N,N,N,N,P,SZ 16889 91775,110,N,416700,91700
0209,WE,"Hinton Admiral
River Mude (Stour)",Hants,25,SZ200959,SZ 20044 95987,24/11/1977,12/12/1984,10/11/1991,31/08/2001,04/09/2009,N,N,N,N,P,SZ 19912 95988,110,N,420000,95900
0210,WE,"North Ripley
Avon Trib",Hants,13,SZ163994,SZ 16109 99066,25/11/1977,19/12/1984,10/11/1991,31/08/2001,04/09/2009,N,N,N,P,N,,110,N,416300,99400
